,Country,Continent/Region,Year,Code,Expenditure,Regime
439,Burundi,Central Africa,2015,BDI,6.370540142,Electoral Autocracy
440,Burundi,Central Africa,2016,BDI,4.691999912,Electoral Autocracy
441,Burundi,Central Africa,2017,BDI,4.762020111,Electoral Autocracy
442,Burundi,Central Africa,2018,BDI,5.078649998,Electoral Autocracy
456,Cameroon,Central Africa,1971,CMR,3.079869986,Electoral Autocracy
457,Cameroon,Central Africa,1972,CMR,3.363889933,Electoral Autocracy
458,Cameroon,Central Africa,1982,CMR,2.984970093,Electoral Autocracy
459,Cameroon,Central Africa,1983,CMR,3.496890068,Electoral Autocracy
460,Cameroon,Central Africa,1984,CMR,3.246370077,Electoral Autocracy
461,Cameroon,Central Africa,1986,CMR,2.848340034,Electoral Autocracy
462,Cameroon,Central Africa,1987,CMR,2.93091011,Electoral Autocracy
463,Cameroon,Central Africa,1988,CMR,2.714730024,Electoral Autocracy
464,Cameroon,Central Africa,1989,CMR,2.648960114,Electoral Autocracy
465,Cameroon,Central Africa,1990,CMR,3.287100077,Electoral Autocracy
466,Cameroon,Central Africa,1991,CMR,3.220230103,Electoral Autocracy
467,Cameroon,Central Africa,1992,CMR,2.750999928,Electoral Autocracy
468,Cameroon,Central Africa,2000,CMR,1.779919982,Electoral Autocracy
469,Cameroon,Central Africa,2001,CMR,2.424180031,Electoral Autocracy
470,Cameroon,Central Africa,2003,CMR,3.091419935,Electoral Autocracy
471,Cameroon,Central Africa,2004,CMR,3.013639927,Electoral Autocracy
472,Cameroon,Central Africa,2005,CMR,2.887170076,Electoral Autocracy
473,Cameroon,Central Africa,2006,CMR,2.741450071,Electoral Autocracy
474,Cameroon,Central Africa,2007,CMR,3.075229883,Electoral Autocracy
475,Cameroon,Central Africa,2008,CMR,2.611180067,Electoral Autocracy
476,Cameroon,Central Africa,2009,CMR,3.109420061,Electoral Autocracy
477,Cameroon,Central Africa,2010,CMR,2.993659973,Electoral Autocracy
478,Cameroon,Central Africa,2011,CMR,2.766769886,Electoral Autocracy
479,Cameroon,Central Africa,2012,CMR,2.697180033,Electoral Autocracy
480,Cameroon,Central Africa,2013,CMR,2.768019915,Electoral Autocracy
481,Cameroon,Central Africa,2014,CMR,2.687129974,Electoral Autocracy
482,Cameroon,Central Africa,2015,CMR,2.768049955,Electoral Autocracy
483,Cameroon,Central Africa,2016,CMR,2.654230118,Electoral Autocracy
484,Cameroon,Central Africa,2017,CMR,3.154819965,Electoral Autocracy
485,Cameroon,Central Africa,2018,CMR,3.131200075,Electoral Autocracy
539,Central African Republic,Central Africa,1987,CAF,2.548049927,Electoral Autocracy
540,Central African Republic,Central Africa,1990,CAF,2.244199991,Electoral Autocracy
541,Central African Republic,Central Africa,1991,CAF,2.276309967,Electoral Autocracy
542,Central African Republic,Central Africa,1999,CAF,1.690019965,Electoral Autocracy
543,Central African Republic,Central Africa,2000,CAF,1.612650037,Electoral Autocracy
544,Central African Republic,Central Africa,2002,CAF,1.519569993,Electoral Autocracy
547,Central African Republic,Central Africa,2005,CAF,1.652220011,Electoral Autocracy
548,Central African Republic,Central Africa,2006,CAF,1.415060043,Electoral Autocracy
549,Central African Republic,Central Africa,2007,CAF,1.313320041,Electoral Autocracy
550,Central African Republic,Central Africa,2008,CAF,1.290009975,Electoral Autocracy
551,Central African Republic,Central Africa,2009,CAF,1.254580021,Electoral Autocracy
552,Central African Republic,Central Africa,2010,CAF,1.117609978,Electoral Autocracy
553,Central African Republic,Central Africa,2011,CAF,1.107920051,Electoral Autocracy
651,Comoros,East Africa,1998,COM,2.201359987,Electoral Autocracy
652,Comoros,East Africa,2002,COM,2.258419991,Electoral Autocracy
653,Comoros,East Africa,2008,COM,4.42264986,Electoral Autocracy
654,Comoros,East Africa,2011,COM,2.830450058,Electoral Autocracy
655,Comoros,East Africa,2012,COM,2.747839928,Electoral Autocracy
656,Comoros,East Africa,2013,COM,2.382760048,Electoral Autocracy
657,Comoros,East Africa,2014,COM,2.744729996,Electoral Autocracy
658,Comoros,East Africa,2015,COM,2.545059919,Electoral Autocracy
666,Congo,Central Africa,1994,COG,6.373119831,Electoral Autocracy
667,Congo,Central Africa,1995,COG,4.910339832,Electoral Autocracy
670,Congo,Central Africa,2003,COG,2.836159945,Electoral Autocracy
671,Congo,Central Africa,2004,COG,2.288130045,Electoral Autocracy
672,Congo,Central Africa,2005,COG,1.835770011,Electoral Autocracy
673,Congo,Central Africa,2010,COG,6.220789909,Electoral Autocracy
674,Congo,Central Africa,2014,COG,4.017199993,Electoral Autocracy
675,Congo,Central Africa,2015,COG,4.561470032,Electoral Autocracy
676,Congo,Central Africa,2017,COG,5.46505022,Electoral Autocracy
677,Congo,Central Africa,2018,COG,3.511049986,Electoral Autocracy
715,Cote d'Ivoire,West Africa,1992,CIV,6.781139851,Electoral Autocracy
716,Cote d'Ivoire,West Africa,1993,CIV,6.50304985,Electoral Autocracy
718,Cote d'Ivoire,West Africa,1995,CIV,4.301449776,Electoral Autocracy
719,Cote d'Ivoire,West Africa,1996,CIV,4.056230068,Electoral Autocracy
720,Cote d'Ivoire,West Africa,1997,CIV,4.030889988,Electoral Autocracy
721,Cote d'Ivoire,West Africa,1998,CIV,3.787940025,Electoral Autocracy
723,Cote d'Ivoire,West Africa,2000,CIV,3.703670025,Electoral Autocracy
724,Cote d'Ivoire,West Africa,2001,CIV,3.668679953,Electoral Autocracy
725,Cote d'Ivoire,West Africa,2002,CIV,4.090330124,Electoral Autocracy
726,Cote d'Ivoire,West Africa,2003,CIV,3.967989922,Electoral Autocracy
727,Cote d'Ivoire,West Africa,2004,CIV,4.127860069,Electoral Autocracy
728,Cote d'Ivoire,West Africa,2005,CIV,4.105750084,Electoral Autocracy
729,Cote d'Ivoire,West Africa,2006,CIV,4.00150013,Electoral Autocracy
730,Cote d'Ivoire,West Africa,2007,CIV,4.258329868,Electoral Autocracy
731,Cote d'Ivoire,West Africa,2008,CIV,4.341259956,Electoral Autocracy
732,Cote d'Ivoire,West Africa,2009,CIV,4.41245985,Electoral Autocracy
733,Cote d'Ivoire,West Africa,2010,CIV,4.553460121,Electoral Autocracy
734,Cote d'Ivoire,West Africa,2011,CIV,4.137549877,Electoral Autocracy
735,Cote d'Ivoire,West Africa,2012,CIV,4.654109955,Electoral Autocracy
736,Cote d'Ivoire,West Africa,2013,CIV,4.729000092,Electoral Autocracy
737,Cote d'Ivoire,West Africa,2014,CIV,4.577429771,Electoral Autocracy
738,Cote d'Ivoire,West Africa,2015,CIV,3.494159937,Electoral Autocracy
841,Democratic Republic of Congo,Central Africa,2010,COD,1.524979949,Electoral Autocracy
842,Democratic Republic of Congo,Central Africa,2013,COD,2.062210083,Electoral Autocracy
843,Democratic Republic of Congo,Central Africa,2014,COD,1.951429963,Electoral Autocracy
844,Democratic Republic of Congo,Central Africa,2015,COD,2.170439959,Electoral Autocracy
845,Democratic Republic of Congo,Central Africa,2016,COD,2.118690014,Electoral Autocracy
846,Democratic Republic of Congo,Central Africa,2017,COD,1.454949975,Electoral Autocracy
884,Djibouti,East Africa,1999,DJI,7.629479885,Electoral Autocracy
885,Djibouti,East Africa,2000,DJI,9.659999847,Electoral Autocracy
886,Djibouti,East Africa,2001,DJI,7.805429935,Electoral Autocracy
887,Djibouti,East Africa,2002,DJI,8.447600365,Electoral Autocracy
888,Djibouti,East Africa,2003,DJI,8.889849663,Electoral Autocracy
889,Djibouti,East Africa,2004,DJI,9.264670372,Electoral Autocracy
890,Djibouti,East Africa,2005,DJI,8.365889549,Electoral Autocracy
891,Djibouti,East Africa,2006,DJI,8.278779984,Electoral Autocracy
892,Djibouti,East Africa,2007,DJI,8.40625,Electoral Autocracy
893,Djibouti,East Africa,2010,DJI,4.49022007,Electoral Autocracy
894,Djibouti,East Africa,2015,DJI,3.590240002,Electoral Autocracy
895,Djibouti,East Africa,2016,DJI,3.924390078,Electoral Autocracy
896,Djibouti,East Africa,2017,DJI,3.748559952,Electoral Autocracy
897,Djibouti,East Africa,2018,DJI,3.627739906,Electoral Autocracy
2550,Pakistan,South Asia,1995,PAK,2.79531002,Electoral Autocracy
2551,Pakistan,South Asia,1996,PAK,2.810570002,Electoral Autocracy
2552,Pakistan,South Asia,1997,PAK,3.022300005,Electoral Autocracy
2555,Pakistan,South Asia,2004,PAK,1.767590046,Electoral Autocracy
2556,Pakistan,South Asia,2005,PAK,2.049720049,Electoral Autocracy
2557,Pakistan,South Asia,2006,PAK,2.395509958,Electoral Autocracy
2558,Pakistan,South Asia,2007,PAK,2.635270119,Electoral Autocracy
2559,Pakistan,South Asia,2008,PAK,2.746229887,Electoral Autocracy
2560,Pakistan,South Asia,2009,PAK,2.59078002,Electoral Autocracy
2561,Pakistan,South Asia,2010,PAK,2.286870003,Electoral Autocracy
2562,Pakistan,South Asia,2011,PAK,2.221750021,Electoral Autocracy
2563,Pakistan,South Asia,2012,PAK,2.13628006,Electoral Autocracy
2564,Pakistan,South Asia,2013,PAK,2.493439913,Electoral Autocracy
2565,Pakistan,South Asia,2014,PAK,2.465929985,Electoral Autocracy
2566,Pakistan,South Asia,2015,PAK,2.650019884,Electoral Autocracy
972,Equatorial Guinea,Central Africa,1998,GNQ,2.187979937,Electoral Autocracy
1037,Ethiopia,East Africa,1996,ETH,2.774620056,Electoral Autocracy
1038,Ethiopia,East Africa,1997,ETH,2.757940054,Electoral Autocracy
1039,Ethiopia,East Africa,2000,ETH,3.983109951,Electoral Autocracy
1040,Ethiopia,East Africa,2001,ETH,3.700289965,Electoral Autocracy
1041,Ethiopia,East Africa,2002,ETH,3.632450104,Electoral Autocracy
1042,Ethiopia,East Africa,2006,ETH,5.490960121,Electoral Autocracy
1043,Ethiopia,East Africa,2007,ETH,5.451129913,Electoral Autocracy
1044,Ethiopia,East Africa,2008,ETH,5.408199787,Electoral Autocracy
1045,Ethiopia,East Africa,2009,ETH,4.422070026,Electoral Autocracy
1046,Ethiopia,East Africa,2010,ETH,4.496590137,Electoral Autocracy
1047,Ethiopia,East Africa,2011,ETH,5.485760212,Electoral Autocracy
1048,Ethiopia,East Africa,2012,ETH,5.56678009,Electoral Autocracy
1049,Ethiopia,East Africa,2013,ETH,4.498549938,Electoral Autocracy
1050,Ethiopia,East Africa,2014,ETH,4.602019787,Electoral Autocracy
1051,Ethiopia,East Africa,2015,ETH,4.737919807,Electoral Autocracy
1143,Gabon,Central Africa,1998,GAB,3.419660091,Electoral Autocracy
1144,Gabon,Central Africa,1999,GAB,3.081229925,Electoral Autocracy
1145,Gabon,Central Africa,2000,GAB,3.827090025,Electoral Autocracy
1146,Gabon,Central Africa,2010,GAB,3.078089952,Electoral Autocracy
1147,Gabon,Central Africa,2011,GAB,2.987459898,Electoral Autocracy
1148,Gabon,Central Africa,2012,GAB,3.013400078,Electoral Autocracy
1149,Gabon,Central Africa,2013,GAB,3.029710054,Electoral Autocracy
1150,Gabon,Central Africa,2014,GAB,2.666670084,Electoral Autocracy
1151,Gambia,West Africa,1985,GMB,4.295149803,Electoral Autocracy
1152,Gambia,West Africa,1986,GMB,3.484730005,Electoral Autocracy
1153,Gambia,West Africa,1989,GMB,2.974090099,Electoral Autocracy
1154,Gambia,West Africa,1990,GMB,2.825839996,Electoral Autocracy
1155,Gambia,West Africa,1991,GMB,3.780610085,Electoral Autocracy
1156,Gambia,West Africa,1992,GMB,1.169839978,Electoral Autocracy
1158,Gambia,West Africa,1996,GMB,2.566279888,Electoral Autocracy
1159,Gambia,West Africa,1999,GMB,1.565129995,Electoral Autocracy
1160,Gambia,West Africa,2000,GMB,1.465870023,Electoral Autocracy
1161,Gambia,West Africa,2001,GMB,1.158100009,Electoral Autocracy
1162,Gambia,West Africa,2002,GMB,1.44291997,Electoral Autocracy
1163,Gambia,West Africa,2003,GMB,1.363379955,Electoral Autocracy
1164,Gambia,West Africa,2004,GMB,0.6224700212,Electoral Autocracy
1165,Gambia,West Africa,2005,GMB,0.6918799877,Electoral Autocracy
1166,Gambia,West Africa,2006,GMB,0.7516300082,Electoral Autocracy
1167,Gambia,West Africa,2007,GMB,0.8168600202,Electoral Autocracy
1168,Gambia,West Africa,2008,GMB,2.181299925,Electoral Autocracy
1169,Gambia,West Africa,2009,GMB,1.908139944,Electoral Autocracy
1170,Gambia,West Africa,2010,GMB,2.563220024,Electoral Autocracy
1171,Gambia,West Africa,2011,GMB,2.50116992,Electoral Autocracy
1172,Gambia,West Africa,2012,GMB,2.637569904,Electoral Autocracy
1173,Gambia,West Africa,2013,GMB,1.818390012,Electoral Autocracy
1174,Gambia,West Africa,2014,GMB,2.230940104,Electoral Autocracy
1175,Gambia,West Africa,2015,GMB,2.160029888,Electoral Autocracy
1176,Gambia,West Africa,2016,GMB,2.024430037,Electoral Autocracy
1213,Ghana,West Africa,1971,GHA,4.224440098,Electoral Autocracy
1214,Ghana,West Africa,1972,GHA,4.621399879,Electoral Autocracy
1219,Ghana,West Africa,1979,GHA,2.311350107,Electoral Autocracy
1292,Guinea,West Africa,1999,GIN,2.361419916,Electoral Autocracy
1293,Guinea,West Africa,2000,GIN,2.593400002,Electoral Autocracy
1294,Guinea,West Africa,2001,GIN,2.081909895,Electoral Autocracy
1295,Guinea,West Africa,2002,GIN,2.593869925,Electoral Autocracy
1296,Guinea,West Africa,2003,GIN,2.371020079,Electoral Autocracy
1297,Guinea,West Africa,2004,GIN,2.210000038,Electoral Autocracy
1298,Guinea,West Africa,2005,GIN,1.849060059,Electoral Autocracy
1301,Guinea,West Africa,2010,GIN,2.551189899,Electoral Autocracy
1302,Guinea,West Africa,2011,GIN,2.287420034,Electoral Autocracy
1303,Guinea,West Africa,2012,GIN,1.833709955,Electoral Autocracy
1304,Guinea,West Africa,2013,GIN,2.63421011,Electoral Autocracy
1305,Guinea,West Africa,2014,GIN,2.422810078,Electoral Autocracy
1306,Guinea,West Africa,2015,GIN,2.517139912,Electoral Autocracy
1307,Guinea,West Africa,2016,GIN,2.544559956,Electoral Autocracy
1308,Guinea,West Africa,2017,GIN,2.31765008,Electoral Autocracy
1309,Guinea,West Africa,2018,GIN,2.315939903,Electoral Autocracy
1310,Guinea-Bissau,West Africa,1999,GNB,5.246170044,Electoral Autocracy
1311,Guinea-Bissau,West Africa,2010,GNB,1.860820055,Electoral Autocracy
1312,Guinea-Bissau,West Africa,2011,GNB,1.857859969,Electoral Autocracy
1313,Guinea-Bissau,West Africa,2012,GNB,2.001060009,Electoral Autocracy
1761,Kenya,East Africa,1971,KEN,3.929820061,Electoral Autocracy
1762,Kenya,East Africa,1972,KEN,4.476339817,Electoral Autocracy
1763,Kenya,East Africa,1973,KEN,4.650519848,Electoral Autocracy
1764,Kenya,East Africa,1974,KEN,5.065509796,Electoral Autocracy
1765,Kenya,East Africa,1975,KEN,5.60612011,Electoral Autocracy
1766,Kenya,East Africa,1976,KEN,5.744100094,Electoral Autocracy
1767,Kenya,East Africa,1977,KEN,5.136320114,Electoral Autocracy
1768,Kenya,East Africa,1980,KEN,5.387879848,Electoral Autocracy
1769,Kenya,East Africa,1981,KEN,5.923729897,Electoral Autocracy
1770,Kenya,East Africa,1982,KEN,5.678120136,Electoral Autocracy
1771,Kenya,East Africa,1983,KEN,5.438300133,Electoral Autocracy
1772,Kenya,East Africa,1984,KEN,4.580959797,Electoral Autocracy
1773,Kenya,East Africa,1985,KEN,5.199769974,Electoral Autocracy
1774,Kenya,East Africa,1986,KEN,6.013790131,Electoral Autocracy
1775,Kenya,East Africa,1988,KEN,6.600550175,Electoral Autocracy
1776,Kenya,East Africa,1989,KEN,6.035719872,Electoral Autocracy
1777,Kenya,East Africa,1991,KEN,6.570670128,Electoral Autocracy
1778,Kenya,East Africa,1992,KEN,6.075900078,Electoral Autocracy
1779,Kenya,East Africa,1993,KEN,6.029150009,Electoral Autocracy
1780,Kenya,East Africa,1994,KEN,5.924019814,Electoral Autocracy
1781,Kenya,East Africa,1999,KEN,5.323239803,Electoral Autocracy
1782,Kenya,East Africa,2000,KEN,5.186729908,Electoral Autocracy
1783,Kenya,East Africa,2001,KEN,5.206210136,Electoral Autocracy
1784,Kenya,East Africa,2002,KEN,6.171999931,Electoral Autocracy
1785,Kenya,East Africa,2003,KEN,6.494269848,Electoral Autocracy
1786,Kenya,East Africa,2004,KEN,6.796929836,Electoral Autocracy
1787,Kenya,East Africa,2005,KEN,7.335649967,Electoral Autocracy
1788,Kenya,East Africa,2006,KEN,7.049839973,Electoral Autocracy
1789,Kenya,East Africa,2010,KEN,5.508220196,Electoral Autocracy
1790,Kenya,East Africa,2011,KEN,5.335289955,Electoral Autocracy
1791,Kenya,East Africa,2012,KEN,5.509039879,Electoral Autocracy
1792,Kenya,East Africa,2013,KEN,5.411379814,Electoral Autocracy
1796,Kenya,East Africa,2017,KEN,5.366680145,Electoral Autocracy
1797,Kenya,East Africa,2018,KEN,5.306250095,Electoral Autocracy
1908,Lesotho,Southern Africa,1993,LSO,8.577030182,Electoral Autocracy
1909,Lesotho,Southern Africa,1994,LSO,7.025430202,Electoral Autocracy
1978,Madagascar,Southern Africa,1975,MDG,2.516680002,Electoral Autocracy
1979,Madagascar,Southern Africa,1976,MDG,3.25500989,Electoral Autocracy
1980,Madagascar,Southern Africa,1977,MDG,5.053949833,Electoral Autocracy
1981,Madagascar,Southern Africa,1979,MDG,3.97033,Electoral Autocracy
1982,Madagascar,Southern Africa,1980,MDG,3.357110023,Electoral Autocracy
1983,Madagascar,Southern Africa,1981,MDG,2.879909992,Electoral Autocracy
1984,Madagascar,Southern Africa,1982,MDG,2.32178998,Electoral Autocracy
1985,Madagascar,Southern Africa,1983,MDG,1.989009976,Electoral Autocracy
1986,Madagascar,Southern Africa,1984,MDG,2.204519987,Electoral Autocracy
1987,Madagascar,Southern Africa,1985,MDG,2.071460009,Electoral Autocracy
1988,Madagascar,Southern Africa,1993,MDG,1.775449991,Electoral Autocracy
1993,Madagascar,Southern Africa,2001,MDG,2.70720005,Electoral Autocracy
1994,Madagascar,Southern Africa,2002,MDG,2.231790066,Electoral Autocracy
1995,Madagascar,Southern Africa,2003,MDG,2.610949993,Electoral Autocracy
1996,Madagascar,Southern Africa,2004,MDG,2.812619925,Electoral Autocracy
1997,Madagascar,Southern Africa,2005,MDG,3.309639931,Electoral Autocracy
1998,Madagascar,Southern Africa,2006,MDG,2.830970049,Electoral Autocracy
1999,Madagascar,Southern Africa,2007,MDG,2.902740002,Electoral Autocracy
2005,Madagascar,Southern Africa,2014,MDG,2.381230116,Electoral Autocracy
2006,Madagascar,Southern Africa,2015,MDG,2.210119963,Electoral Autocracy
2007,Madagascar,Southern Africa,2016,MDG,2.687190056,Electoral Autocracy
2008,Madagascar,Southern Africa,2018,MDG,2.825489998,Electoral Autocracy
2009,Malawi,Southern Africa,1971,MWI,4.404789925,Electoral Autocracy
2010,Malawi,Southern Africa,1972,MWI,3.383399963,Electoral Autocracy
2011,Malawi,Southern Africa,1973,MWI,3.33149004,Electoral Autocracy
2012,Malawi,Southern Africa,1974,MWI,3.087090015,Electoral Autocracy
2013,Malawi,Southern Africa,1975,MWI,2.703789949,Electoral Autocracy
2014,Malawi,Southern Africa,1976,MWI,2.422310114,Electoral Autocracy
2015,Malawi,Southern Africa,1986,MWI,3.19866991,Electoral Autocracy
2023,Malawi,Southern Africa,2000,MWI,5.247970104,Electoral Autocracy
2024,Malawi,Southern Africa,2001,MWI,4.508979797,Electoral Autocracy
2025,Malawi,Southern Africa,2003,MWI,3.215660095,Electoral Autocracy
2101,Mali,West Africa,2012,MLI,3.479490042,Electoral Autocracy
2102,Mali,West Africa,2013,MLI,3.284650087,Electoral Autocracy
2142,Mauritania,West Africa,1997,MRT,1.585800052,Electoral Autocracy
2143,Mauritania,West Africa,1999,MRT,1.722030044,Electoral Autocracy
2144,Mauritania,West Africa,2001,MRT,2.106839895,Electoral Autocracy
2145,Mauritania,West Africa,2002,MRT,2.277149916,Electoral Autocracy
2146,Mauritania,West Africa,2003,MRT,2.365010023,Electoral Autocracy
2147,Mauritania,West Africa,2004,MRT,1.950799942,Electoral Autocracy
2149,Mauritania,West Africa,2011,MRT,2.331020117,Electoral Autocracy
2150,Mauritania,West Africa,2012,MRT,2.158210039,Electoral Autocracy
2151,Mauritania,West Africa,2013,MRT,2.293540001,Electoral Autocracy
2152,Mauritania,West Africa,2016,MRT,1.944059968,Electoral Autocracy
2153,Mauritania,West Africa,2019,MRT,1.89546001,Electoral Autocracy
2274,Mozambique,Southern Africa,1998,MOZ,1.78144002,Electoral Autocracy
2275,Mozambique,Southern Africa,1999,MOZ,2.819469929,Electoral Autocracy
2276,Mozambique,Southern Africa,2004,MOZ,3.345149994,Electoral Autocracy
2277,Mozambique,Southern Africa,2005,MOZ,4.019869804,Electoral Autocracy
2278,Mozambique,Southern Africa,2006,MOZ,3.883069992,Electoral Autocracy
2279,Mozambique,Southern Africa,2012,MOZ,5.672160149,Electoral Autocracy
2280,Mozambique,Southern Africa,2013,MOZ,6.115330219,Electoral Autocracy
2281,Mozambique,Southern Africa,2016,MOZ,5.865039825,Electoral Autocracy
